,Loyalty_Number,Country,Province,City,Postal_Code,Gender,Education,Salary,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Cancellation_Year,Cancellation_Month
5487,363866,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,128118.0,Married,Nova,3873.65,Standard,2016,9,2017.0,4.0
5489,433020,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,60897.0,Married,Star,2712.83,2018 Promotion,2018,3,2018.0,11.0
5501,865213,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,101436.0,Married,Nova,3900.91,Standard,2016,3,2016.0,11.0
5504,211715,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,75861.0,Married,Nova,3903.47,Standard,2017,4,2017.0,12.0
5509,946172,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,80697.0,Married,Nova,3919.37,Standard,2014,6,2018.0,5.0
5534,889964,Canada,Ontario,Toronto,P1W 1K4,Female,Doctor,152955.0,Married,Nova,3954.34,Standard,2015,4,2015.0,12.0
5558,769976,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Married,Nova,4004.55,Standard,2017,3,2017.0,11.0
5561,248886,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,73313.0,Married,Nova,4013.95,Standard,2016,1,2016.0,9.0
5563,432564,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,59262.0,Married,Nova,4014.45,Standard,2017,9,2018.0,5.0
5576,191057,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,52236.0,Married,Nova,4027.7,Standard,2013,9,2018.0,4.0
5590,947778,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,77907.0,Single,Nova,4049.42,Standard,2016,10,2017.0,6.0
5602,633067,Canada,Ontario,Toronto,M8Y 4K8,Male,Master,121776.0,Single,Nova,4064.67,Standard,2014,8,2015.0,4.0
5603,736615,Canada,British Columbia,Vancouver,V1E 4R6,Male,Master,121776.0,Single,Nova,4064.67,Standard,2015,12,2018.0,6.0
5612,622036,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,73639.0,Married,Nova,4078.29,Standard,2018,5,2018.0,9.0
5630,577872,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,57063.0,Married,Nova,4118.54,Standard,2016,2,2018.0,1.0
5634,965154,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,4127.5,Standard,2017,12,2018.0,8.0
5640,454223,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Divorced,Nova,4146.41,Standard,2015,2,2015.0,10.0
5645,570531,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Nova,4160.16,Standard,2014,1,2014.0,9.0
5653,633490,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,53465.0,Single,Nova,4170.69,Standard,2015,7,2016.0,3.0
5656,224132,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,59331.0,Married,Nova,4171.19,Standard,2015,11,2016.0,7.0
5661,286262,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,64266.0,Married,Nova,4177.29,Standard,2015,12,2018.0,6.0
5678,766766,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Nova,4216.2,Standard,2014,11,2016.0,4.0
5679,327565,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,77565.0,Married,Nova,4219.02,Standard,2014,8,2015.0,4.0
5690,161525,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Single,Nova,4250.28,Standard,2014,5,2014.0,6.0
5698,772025,Canada,British Columbia,Kelowna,V09 2E9,Female,College,,Married,Star,9902.39,2018 Promotion,2018,4,2018.0,12.0
5699,579785,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,97776.0,Married,Star,11785.04,2018 Promotion,2018,4,2018.0,12.0
5703,880099,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,66845.0,Married,Nova,4260.77,Standard,2014,6,2015.0,1.0
5721,817070,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61809.0,Married,Nova,4282.95,Standard,2015,10,2018.0,12.0
5727,121999,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,54894.0,Married,Nova,4298.38,Standard,2016,4,2016.0,11.0
5732,472283,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,51168.0,Married,Nova,4306.56,Standard,2014,4,2014.0,4.0
5751,304887,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,99053.0,Married,Nova,4339.87,Standard,2014,7,2015.0,3.0
5765,877352,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Nova,4358.55,Standard,2016,12,2017.0,8.0
5767,221254,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,74964.0,Married,Nova,4362.93,Standard,2015,4,2018.0,4.0
5799,256189,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,51427.0,Married,Nova,4389.28,Standard,2014,6,2015.0,2.0
5804,239221,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,80313.0,Married,Nova,4407.97,Standard,2014,5,2014.0,5.0
5805,278227,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,90915.0,Married,Nova,4408.07,Standard,2015,10,2016.0,1.0
5806,333051,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,93849.0,Married,Aurora,51426.25,2018 Promotion,2018,4,2018.0,12.0
5810,403529,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,59491.0,Married,Nova,4413.29,Standard,2014,10,2015.0,11.0
5816,983353,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,47364.0,Married,Nova,4422.88,Standard,2013,5,2013.0,9.0
5843,612013,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,54734.0,Single,Nova,4455.52,Standard,2017,6,2018.0,2.0
5850,770362,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Divorced,Nova,4460.42,Standard,2017,10,2018.0,6.0
5857,352026,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,77162.0,Married,Nova,4465.34,Standard,2016,12,2017.0,8.0
5872,226387,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,77990.0,Single,Nova,4482.02,Standard,2017,6,2018.0,2.0
5877,401424,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Nova,4491.91,Standard,2013,12,2017.0,7.0
5883,774249,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Nova,4502.98,Standard,2015,5,2017.0,3.0
5885,640920,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81520.0,Divorced,Nova,4505.41,Standard,2016,6,2017.0,2.0
5889,387203,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,110019.0,Married,Nova,4506.58,Standard,2014,2,2015.0,7.0
5890,182320,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Nova,4506.66,Standard,2014,5,2018.0,6.0
5911,587136,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,78936.0,Single,Nova,4529.97,Standard,2014,5,2017.0,11.0
5927,703160,Canada,Saskatchewan,Regina,S6J 3G0,Male,High School or Below,80050.0,Married,Nova,4561.27,Standard,2016,8,2016.0,11.0
5930,698915,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,115060.0,Married,Nova,4567.87,Standard,2016,1,2016.0,9.0
5936,692741,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,55985.0,Single,Nova,4574.92,Standard,2013,4,2016.0,5.0
5946,204237,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,4595.04,Standard,2016,1,2018.0,3.0
5951,558248,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80320.0,Single,Nova,4603.98,Standard,2015,2,2015.0,10.0
5958,939760,Canada,Ontario,Toronto,M8Y 4K8,Male,Doctor,139884.0,Single,Nova,4607.24,Standard,2015,12,2016.0,10.0
5979,425717,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Married,Nova,4648.54,Standard,2013,5,2018.0,5.0
5990,148258,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,91825.0,Married,Nova,4654.58,Standard,2017,3,2018.0,9.0
6001,338837,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015,4,2015.0,12.0
6002,381065,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015,8,2017.0,3.0
6005,684699,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015,1,2015.0,3.0
6017,622953,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,266718.0,Married,Nova,4688.46,Standard,2014,2,2014.0,10.0
6027,451042,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,50085.0,Married,Nova,4711.04,Standard,2015,5,2016.0,1.0
6043,641827,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,45384.0,Married,Nova,4726.87,Standard,2014,3,2014.0,11.0
6046,434430,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Nova,4727.83,Standard,2016,2,2016.0,11.0
6048,992065,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,83007.0,Married,Nova,4731.75,Standard,2017,10,2018.0,6.0
6051,757270,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,4737.87,Standard,2016,12,2017.0,8.0
6053,453165,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Nova,4738.99,Standard,2017,3,2017.0,6.0
6054,998972,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Nova,4739.3,Standard,2013,6,2017.0,12.0
6055,695385,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,68089.0,Married,Nova,4739.35,Standard,2014,7,2015.0,8.0
6058,862659,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Nova,4741.81,Standard,2013,12,2018.0,3.0
6090,203947,Canada,Ontario,Sudbury,M5V 1G5,Male,Master,105231.0,Divorced,Nova,4772.94,Standard,2017,1,2017.0,7.0
6100,394946,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Divorced,Nova,4778.68,Standard,2016,11,2017.0,7.0
6103,331669,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,4787.21,Standard,2017,2,2017.0,10.0
6145,853232,Canada,Ontario,London,M5B 3E4,Male,Bachelor,60235.0,Divorced,Nova,4834.71,Standard,2016,9,2017.0,5.0
6149,966688,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Divorced,Nova,4836.39,Standard,2015,11,2016.0,12.0
6152,511981,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,49065.0,Married,Nova,4841.06,Standard,2014,2,2017.0,4.0
6154,255032,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Nova,4845.0,Standard,2016,10,2017.0,8.0
6156,319193,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,58552.0,Married,Nova,4849.7,Standard,2016,10,2017.0,6.0
6159,108346,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,53738.0,Single,Nova,4854.75,Standard,2017,12,2018.0,8.0
6161,324013,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51283.0,Divorced,Nova,4858.43,Standard,2017,7,2017.0,10.0
6164,257369,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70490.0,Divorced,Nova,4863.47,Standard,2016,10,2017.0,6.0
6169,747816,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,82578.0,Married,Nova,4872.77,Standard,2013,12,2016.0,9.0
6176,602649,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Doctor,175792.0,Divorced,Nova,4877.95,Standard,2013,9,2017.0,7.0
6189,942926,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,74847.0,Married,Nova,4883.81,Standard,2015,10,2018.0,12.0
6200,646262,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,244110.0,Married,Nova,4893.98,Standard,2014,8,2015.0,4.0
6201,257509,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,81253.0,Married,Nova,4894.99,Standard,2015,10,2016.0,6.0
6203,643362,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54227.0,Married,Nova,4897.98,Standard,2013,12,2017.0,11.0
6219,607993,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,70540.0,Divorced,Nova,4911.46,Standard,2014,1,2017.0,12.0
6229,506400,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,72820.0,Married,Star,2994.35,2018 Promotion,2018,4,2018.0,12.0
6248,167670,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,65742.0,Single,Nova,4946.96,Standard,2014,8,2015.0,4.0
6254,934577,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,47555.0,Divorced,Nova,4953.09,Standard,2014,11,2015.0,7.0
6258,871739,Canada,Manitoba,Winnipeg,R2C 0M5,Male,High School or Below,66250.0,Married,Nova,4958.02,Standard,2016,9,2017.0,5.0
6264,631200,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,103948.0,Married,Nova,4964.67,Standard,2015,12,2018.0,7.0
6271,871188,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Nova,4974.24,Standard,2018,1,2018.0,9.0
6277,383954,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,70883.0,Married,Nova,4980.83,Standard,2013,7,2018.0,6.0
6281,637453,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Divorced,Nova,4983.11,Standard,2015,4,2016.0,10.0
6283,331995,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,95061.0,Married,Nova,4984.62,Standard,2017,2,2017.0,10.0
6299,452985,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Nova,5007.22,Standard,2017,4,2017.0,7.0
6300,745080,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Nova,5007.22,Standard,2013,9,2013.0,11.0
6319,168641,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,86366.0,Married,Nova,5018.89,Standard,2015,2,2015.0,10.0
6321,243153,Canada,Ontario,London,M5B 3E4,Male,Bachelor,81585.0,Married,Nova,5020.47,Standard,2014,10,2015.0,6.0
6330,610860,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,85084.0,Married,Nova,5035.74,Standard,2014,2,2015.0,5.0
6332,468522,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,85265.0,Married,Nova,5038.98,Standard,2014,12,2015.0,8.0
6345,615054,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76602.0,Single,Nova,5049.69,Standard,2013,6,2018.0,5.0
6353,288451,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,63708.0,Married,Nova,5065.94,Standard,2017,9,2018.0,1.0
6357,394196,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,54938.0,Married,Nova,5068.26,Standard,2018,6,2018.0,12.0
6386,233051,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,210090.0,Divorced,Nova,5096.67,Standard,2014,3,2015.0,4.0
6406,462337,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,51583.0,Married,Nova,5119.9,Standard,2017,5,2018.0,7.0
6415,377858,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Single,Nova,5142.05,Standard,2014,11,2015.0,10.0
6416,602086,Canada,Ontario,London,M5B 3E4,Female,Bachelor,58005.0,Divorced,Nova,5142.39,Standard,2015,6,2017.0,11.0
6426,902833,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,88879.0,Married,Nova,5155.53,Standard,2015,1,2015.0,4.0
6439,397787,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,73129.0,Married,Nova,5169.56,Standard,2017,12,2018.0,8.0
6440,607752,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,73129.0,Married,Nova,5169.56,Standard,2013,2,2014.0,12.0
6449,893555,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,5179.55,Standard,2016,5,2017.0,1.0
6458,724979,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,92032.0,Single,Nova,5189.29,Standard,2017,4,2018.0,5.0
6460,728818,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,95167.0,Single,Nova,5191.45,Standard,2017,1,2017.0,9.0
6461,256821,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,69872.0,Married,Nova,5194.65,Standard,2017,9,2018.0,6.0
6462,546037,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,82755.0,Divorced,Nova,5195.82,Standard,2014,8,2016.0,1.0
6474,340156,Canada,British Columbia,Vancouver,V6E 3D9,Male,High School or Below,63594.0,Married,Nova,5206.76,Standard,2016,2,2016.0,10.0
6476,840667,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,47970.0,Married,Nova,5207.64,Standard,2015,3,2018.0,11.0
6483,161774,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,61070.0,Divorced,Nova,5217.51,Standard,2015,3,2015.0,11.0
6489,533157,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,74153.0,Married,Nova,5225.03,Standard,2015,12,2018.0,12.0
6494,208630,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,High School or Below,56220.0,Single,Nova,5229.99,Standard,2014,10,2016.0,7.0
6495,492700,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,55783.0,Married,Nova,5230.09,Standard,2016,7,2017.0,3.0
6503,692291,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58700.0,Married,Nova,5243.83,Standard,2013,4,2015.0,11.0
6504,598706,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,81762.0,Married,Nova,5244.4,Standard,2013,12,2018.0,3.0
6510,847312,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,22313.0,Married,Aurora,7316.65,2018 Promotion,2018,3,2018.0,11.0
6512,228469,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,63605.0,Married,Nova,5261.1,Standard,2015,5,2016.0,1.0
6530,961650,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,88374.0,Divorced,Nova,5279.2,Standard,2015,3,2017.0,4.0
6531,701792,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,60926.0,Married,Nova,5281.83,Standard,2015,10,2017.0,10.0
6541,366576,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,5293.72,Standard,2013,6,2013.0,12.0
6545,715555,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,49083.0,Married,Nova,5297.63,Standard,2017,9,2018.0,5.0
6552,533213,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,80544.0,Married,Nova,5314.96,Standard,2017,4,2017.0,12.0
6554,450735,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,87804.0,Married,Nova,5450.57,2018 Promotion,2018,2,2018.0,10.0
6581,241069,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Nova,5337.35,Standard,2015,8,2016.0,8.0
6582,257463,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,93684.0,Married,Nova,5339.39,Standard,2017,11,2018.0,7.0
6587,197491,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,53353.0,Married,Nova,5346.92,Standard,2013,5,2014.0,2.0
6589,372175,Canada,Ontario,Toronto,P1L 8X8,Male,High School or Below,72002.0,Married,Nova,5348.07,Standard,2013,2,2017.0,4.0
6591,629341,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,74609.0,Single,Nova,5350.37,Standard,2014,9,2016.0,1.0
6602,375162,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,71101.0,Married,Nova,5364.47,Standard,2014,10,2015.0,6.0
6603,493606,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,88321.0,Divorced,Nova,5365.54,Standard,2016,2,2016.0,10.0
6605,486880,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,69401.0,Single,Nova,5365.98,Standard,2014,10,2016.0,5.0
6608,597124,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Nova,5373.72,Standard,2013,3,2016.0,7.0
6611,240365,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,100558.0,Married,Nova,5380.31,Standard,2016,6,2017.0,2.0
6612,541040,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,100558.0,Married,Nova,5380.31,Standard,2017,9,2018.0,5.0
6613,706876,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Married,Nova,5380.32,Standard,2014,1,2014.0,12.0
6631,826697,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,80516.0,Married,Nova,5389.5,Standard,2016,7,2017.0,3.0
6632,844222,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,80516.0,Married,Nova,5389.5,Standard,2017,2,2017.0,10.0
6637,255994,Canada,Newfoundland,St. John's,A1C 6H9,Male,High School or Below,83303.0,Married,Star,2661.73,2018 Promotion,2018,2,2018.0,10.0
6640,777418,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77304.0,Married,Nova,5396.31,Standard,2017,12,2018.0,8.0
6642,982895,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,83997.0,Married,Nova,5399.58,Standard,2014,9,2014.0,12.0
6643,210442,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,48410.0,Married,Star,5762.47,2018 Promotion,2018,3,2018.0,11.0
6646,969653,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,205898.0,Married,Nova,5407.75,Standard,2013,2,2018.0,1.0
6647,407478,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,46887.0,Single,Nova,5408.89,Standard,2013,1,2017.0,4.0
6659,650957,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,81237.0,Married,Nova,5424.26,Standard,2014,6,2015.0,2.0
6681,453135,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,56653.0,Single,Nova,5453.71,Standard,2013,9,2018.0,12.0
6697,744860,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,50134.0,Married,Nova,5470.18,Standard,2015,5,2018.0,1.0
6702,606712,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,72888.0,Married,Nova,5479.56,Standard,2014,10,2018.0,4.0
6715,104739,Canada,Quebec,Montreal,H2T 9K8,Female,High School or Below,65565.0,Married,Nova,5498.94,Standard,2013,11,2014.0,7.0
6727,966949,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,94934.0,Married,Nova,5505.06,Standard,2013,8,2014.0,4.0
6733,857912,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Master,105829.0,Married,Aurora,5926.73,2018 Promotion,2018,2,2018.0,10.0
6738,908994,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,89735.0,Single,Nova,5511.49,Standard,2015,1,2015.0,9.0
6742,604039,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68791.0,Divorced,Nova,5519.08,Standard,2013,1,2016.0,7.0
6747,837526,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,66278.0,Married,Nova,5522.77,Standard,2018,1,2018.0,9.0
6749,841957,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,83393.0,Married,Nova,5524.31,Standard,2014,11,2015.0,2.0
6764,263612,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,48913.0,Married,Nova,5533.23,Standard,2016,12,2017.0,8.0
6772,461540,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,81518.0,Divorced,Nova,5548.03,Standard,2017,12,2018.0,8.0
6798,603050,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Nova,5568.95,Standard,2017,2,2017.0,10.0
6801,154958,Canada,Nova Scotia,Halifax,B3C 2M8,Female,High School or Below,57844.0,Married,Nova,5575.2,Standard,2013,5,2015.0,3.0
6824,827815,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,62903.0,Single,Nova,5601.14,Standard,2014,5,2014.0,9.0
6830,542208,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,88612.0,Single,Nova,5610.96,Standard,2015,7,2016.0,3.0
6843,697962,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Married,Nova,5619.69,Standard,2016,4,2016.0,5.0
6856,861669,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79657.0,Divorced,Nova,5633.74,Standard,2017,3,2018.0,10.0
6867,260112,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,85447.0,Married,Nova,5639.94,Standard,2013,5,2016.0,9.0
6874,665533,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,82144.0,Married,Nova,5642.75,Standard,2014,5,2015.0,1.0
6876,915164,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,56286.0,Married,Nova,5643.72,Standard,2015,9,2016.0,5.0
6888,682521,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,75509.0,Divorced,Nova,5660.13,Standard,2016,12,2017.0,8.0
6889,136470,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Married,Nova,5666.47,Standard,2013,3,2018.0,12.0
6891,783515,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,63676.0,Married,Nova,5669.97,Standard,2013,7,2017.0,5.0
6892,446886,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,92705.0,Married,Nova,5670.13,Standard,2017,6,2018.0,2.0
6896,144301,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,56242.0,Married,Nova,5675.92,Standard,2015,3,2015.0,11.0
6913,534324,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,87902.0,Married,Nova,5705.55,Standard,2014,6,2015.0,10.0
6917,418626,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Nova,5709.23,Standard,2015,3,2015.0,4.0
6922,179773,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,93508.0,Single,Nova,5715.31,Standard,2017,4,2017.0,12.0
6925,698932,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,81916.0,Married,Nova,5717.74,Standard,2016,5,2018.0,1.0
6928,108857,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88691.0,Married,Nova,5719.09,Standard,2017,8,2018.0,4.0
6931,848574,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,55486.0,Married,Nova,5720.9,Standard,2014,6,2017.0,5.0
6936,974441,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Nova,5739.82,Standard,2017,5,2018.0,1.0
6938,466813,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,95306.0,Married,Nova,5741.73,Standard,2017,7,2018.0,3.0
6947,296457,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,53464.0,Married,Nova,5754.85,Standard,2014,11,2016.0,6.0
