employee_turnover,business_travel_frequency,distance_from_home_km,education_level,environmental_satisfaction_level,gender,job_involvement_level,job_level,job_satisfaction_level,marital_status,num_companies_worked,overtime_hours,percent_salary_hike,standard_work_hours,stock_option_level,training_sessions_last_year,years_at_company,years_with_current_manager,birth_year,remote_work,total_years_worked,annual_salary,work_life_balance
no,unknown,20.0,3,4.0,male,3,1,2,unknown,1,none,13,full_time,0,3,5,3,1979,no,6.0,34200.0,2.0
yes,unknown,1.0,3,1.0,male,3,1,3,married,3,none,15,full_time,1,3,3,2,1995,no,5.0,29090.0,4.0
no,travel_frequently,2.0,1,2.0,male,3,3,3,single,5,none,18,none,0,2,2,2,1979,yes,16.0,53914.11,2.0
no,travel_rarely,4.0,4,4.0,male,3,2,3,married,0,none,16,part_time,0,2,3,2,1968,yes,4.0,53914.11,3.0
no,travel_frequently,7.0,3,3.0,male,3,2,1,single,0,none,14,part_time,0,5,4,3,1995,yes,5.0,48980.0,3.0
no,travel_rarely,7.0,2,3.0,female,2,2,1,married,4,none,25,part_time,1,3,3,2,1974,yes,10.0,53914.11,3.0
no,travel_frequently,2.0,1,4.0,female,3,1,2,unknown,0,no,13,full_time,3,3,3,2,1994,no,10.0,31800.0,3.0
no,unknown,10.0,3,3.0,male,3,3,4,unknown,2,none,25,full_time,0,5,5,0,1991,yes,10.0,112440.0,4.0
yes,travel_frequently,3.0,3,4.0,female,3,1,3,unknown,1,no,12,part_time,0,2,7,7,1992,yes,7.0,28111.13,3.0
no,unknown,7.0,2,4.0,male,3,2,4,divorced,3,none,18,none,0,2,2,2,1983,no,8.0,53914.11,3.0
no,travel_rarely,2.0,4,3.0,male,3,1,4,unknown,3,yes,21,part_time,0,3,3,2,1987,no,7.0,28111.13,2.0
no,unknown,8.0,4,1.0,male,3,2,1,unknown,2,no,13,full_time,1,6,2,2,1990,no,10.0,63920.0,1.0
no,unknown,7.0,4,3.0,male,3,3,2,married,3,none,12,none,1,3,4,3,1993,yes,9.0,53914.11,3.0
yes,travel_rarely,2.0,3,3.0,male,3,2,2,married,4,none,11,none,2,2,5,4,1985,no,10.0,53914.11,3.0
no,travel_rarely,15.0,4,3.0,female,3,1,1,married,8,none,12,part_time,1,3,8,6,1975,yes,10.0,28111.13,2.0
no,unknown,1.0,4,2.0,male,3,2,4,unknown,9,no,17,part_time,1,3,2,1,1989,yes,10.0,53914.11,2.0
no,travel_rarely,16.0,3,2.0,female,3,2,2,single,2,no,12,part_time,0,5,3,2,1985,no,8.0,53914.11,4.0
no,travel_rarely,10.0,4,1.0,female,3,2,3,single,3,yes,16,part_time,0,4,5,4,1988,yes,10.0,53914.11,3.0
no,unknown,10.0,3,4.0,male,4,1,3,married,2,no,16,none,1,2,2,2,2000,yes,4.0,53914.11,3.0
no,unknown,6.0,4,1.0,male,4,2,1,unknown,3,yes,13,part_time,1,3,3,2,1987,no,9.0,53914.11,3.0
no,travel_frequently,7.0,4,3.0,male,2,2,3,unknown,1,no,14,part_time,1,3,8,7,1989,no,8.0,53914.11,2.0
no,non_travel,26.0,2,2.0,female,2,1,3,married,1,none,14,none,0,2,4,3,2001,yes,4.0,53914.11,2.0
no,unknown,5.0,4,2.0,female,4,1,4,married,3,no,17,full_time,2,3,3,2,1991,yes,6.0,33120.0,3.0
no,travel_frequently,2.0,4,4.0,male,3,2,1,single,7,none,13,none,0,3,5,3,1992,no,10.0,53914.11,3.0
no,travel_rarely,12.0,4,3.0,female,3,2,3,married,9,yes,12,part_time,2,2,3,1,1987,yes,7.0,53914.11,3.0
no,unknown,7.0,1,3.0,male,3,1,4,single,1,no,18,full_time,0,2,2,2,2002,no,10.0,31170.0,3.0
no,unknown,26.0,4,4.0,female,3,5,3,married,3,no,11,full_time,1,2,5,0,1976,no,27.0,191324.62,3.0
no,unknown,4.0,3,1.0,female,3,2,3,unknown,0,no,13,part_time,0,2,9,8,1984,yes,10.0,53914.11,1.0
no,unknown,16.0,3,3.0,female,3,3,4,unknown,6,none,15,part_time,0,2,4,3,1983,yes,18.0,100071.84,2.0
no,travel_frequently,4.0,5,3.0,male,2,4,4,unknown,2,no,25,full_time,1,3,2,2,1975,yes,10.0,152020.0,3.0
yes,unknown,7.0,2,1.0,male,1,2,4,unknown,6,yes,14,part_time,2,2,2,2,1988,no,10.0,53914.11,2.0
no,travel_rarely,8.0,3,2.0,female,4,1,3,unknown,7,none,17,part_time,0,0,3,2,1996,no,5.0,28111.13,3.0
no,unknown,2.0,3,4.0,male,3,1,4,single,2,no,13,part_time,0,0,4,2,1996,yes,10.0,25800.0,2.0
yes,travel_rarely,7.0,3,1.0,male,3,1,1,unknown,3,yes,14,part_time,0,3,4,3,1983,yes,10.0,21660.0,1.0
no,unknown,10.0,3,3.0,male,2,2,3,single,9,no,11,part_time,0,2,5,4,1994,yes,10.0,53914.11,3.0
no,unknown,5.0,4,2.0,female,3,3,1,married,4,no,12,part_time,2,6,3,2,1987,yes,9.0,100071.84,3.0
no,travel_rarely,22.0,4,1.0,female,3,4,2,married,3,none,16,full_time,2,2,4,2,1974,yes,27.0,153407.07,3.0
no,travel_rarely,7.0,3,3.0,female,3,1,3,single,1,none,19,part_time,0,3,2,2,2003,yes,2.0,28111.13,3.0
no,non_travel,1.0,4,4.0,female,2,2,3,unknown,0,none,15,part_time,0,6,3,2,1987,yes,4.0,43740.0,3.0
no,travel_rarely,2.0,4,4.0,male,3,2,4,unknown,1,none,14,full_time,2,5,6,4,1990,yes,6.0,55050.0,3.0
no,unknown,16.0,3,4.0,female,3,1,1,divorced,4,none,16,none,1,2,2,2,1974,yes,17.0,53914.11,2.0
no,travel_rarely,2.0,4,2.0,female,4,4,2,unknown,6,none,14,full_time,3,2,3,2,1976,yes,29.0,159720.0,3.0
no,travel_rarely,9.0,1,4.0,male,3,1,1,unknown,1,no,11,none,0,3,2,2,2003,yes,10.0,53914.11,3.0
no,travel_rarely,26.0,4,1.0,male,3,2,3,married,6,no,14,part_time,2,2,3,2,1987,no,10.0,53914.11,2.0
no,travel_rarely,1.0,3,3.0,female,3,1,4,unknown,4,yes,18,part_time,3,2,2,2,1979,no,8.0,28111.13,3.0
no,unknown,7.0,3,3.0,male,2,1,2,divorced,5,no,12,part_time,1,1,4,2,1968,yes,8.0,28111.13,3.0
yes,unknown,7.0,3,3.0,male,3,1,4,divorced,1,yes,21,part_time,1,2,3,2,2000,no,3.0,28111.13,3.0
no,unknown,17.0,4,4.0,male,1,1,3,unknown,1,no,15,part_time,3,3,3,2,1997,yes,10.0,23050.0,4.0
no,travel_frequently,10.0,3,1.0,male,3,1,3,married,6,none,13,none,1,3,5,3,1991,yes,10.0,53914.11,2.0
no,unknown,2.0,4,2.0,male,3,1,3,married,1,none,14,full_time,1,2,5,3,1992,no,6.0,34770.0,4.0
no,non_travel,4.0,3,3.0,male,1,2,2,married,6,no,19,none,1,4,3,2,1982,no,10.0,53914.11,3.0
no,travel_rarely,29.0,1,2.0,male,3,1,1,unknown,1,no,13,full_time,3,2,6,2,1999,yes,6.0,39070.0,4.0
yes,unknown,13.0,5,2.0,male,2,2,1,unknown,5,yes,13,part_time,3,3,2,2,1987,yes,16.0,53914.11,3.0
no,unknown,4.0,1,3.0,female,3,1,2,single,1,no,13,part_time,0,3,3,2,2000,no,3.0,28111.13,1.0
no,unknown,7.0,3,3.0,male,3,1,4,married,0,no,14,part_time,1,2,2,1,1999,no,3.0,28111.13,3.0
yes,travel_frequently,7.0,3,3.0,female,2,1,4,divorced,6,no,11,none,1,0,4,2,1993,no,10.0,53914.11,2.0
no,unknown,5.0,3,1.0,male,3,2,3,unknown,1,no,19,none,1,3,5,2,1992,yes,6.0,53914.11,3.0
no,unknown,7.0,3,3.0,female,3,1,4,unknown,1,none,11,full_time,0,5,6,4,1996,no,6.0,34450.0,2.0
yes,travel_rarely,9.0,3,2.0,female,1,1,2,single,1,none,13,part_time,0,3,2,2,1994,yes,2.0,27600.0,3.0
no,unknown,1.0,3,4.0,male,4,2,3,unknown,8,yes,12,full_time,0,5,3,2,1994,no,10.0,62940.0,4.0
no,unknown,7.0,4,1.0,female,2,4,3,married,4,yes,20,full_time,3,2,3,2,1970,yes,27.0,153407.07,2.0
no,travel_rarely,3.0,2,4.0,female,1,2,4,unknown,5,no,12,none,0,3,2,2,1989,yes,10.0,53914.11,3.0
no,travel_rarely,3.0,3,1.0,female,3,3,3,married,2,no,11,none,0,2,2,2,1972,yes,10.0,53914.11,3.0
no,travel_rarely,9.0,2,2.0,male,2,2,2,unknown,1,no,14,part_time,2,2,5,3,1986,no,10.0,53914.11,3.0
no,unknown,26.0,2,2.0,male,2,2,2,unknown,8,none,15,part_time,0,3,2,2,1977,no,6.0,53914.11,3.0
no,non_travel,9.0,3,1.0,male,3,1,3,unknown,4,no,13,none,0,2,3,2,1980,yes,10.0,53914.11,2.0
no,travel_rarely,7.0,3,3.0,male,4,2,2,single,3,none,12,part_time,0,3,3,2,1982,no,10.0,53914.11,1.0
no,unknown,7.0,4,1.0,female,3,3,1,unknown,2,no,14,part_time,2,3,3,2,1992,no,9.0,100071.84,3.0
no,travel_rarely,1.0,3,3.0,female,3,1,1,unknown,1,no,25,none,1,3,3,2,1995,no,10.0,53914.11,3.0
no,unknown,2.0,4,2.0,female,1,2,4,unknown,2,yes,20,full_time,2,4,4,3,1985,yes,20.0,54050.0,2.0
no,travel_frequently,15.0,4,1.0,male,3,4,3,married,2,none,14,full_time,0,3,2,2,1965,yes,23.0,153407.07,3.0
yes,travel_rarely,13.0,3,1.0,male,2,1,1,divorced,4,none,15,part_time,3,3,2,0,1994,no,10.0,28111.13,3.0
no,travel_rarely,9.0,4,2.0,female,3,1,3,single,4,none,12,part_time,0,2,2,0,1976,no,10.0,21050.0,3.0
no,unknown,1.0,2,3.0,male,3,1,4,unknown,1,none,15,part_time,1,2,3,2,1995,yes,3.0,28111.13,3.0
yes,travel_rarely,2.0,4,3.0,male,2,2,2,unknown,7,yes,12,part_time,0,3,2,2,1991,yes,7.0,53914.11,2.0
no,travel_rarely,19.0,4,4.0,male,3,2,4,unknown,8,none,14,none,3,2,2,2,1984,yes,7.0,39020.0,3.0
no,travel_rarely,2.0,4,2.0,male,2,1,4,unknown,8,none,20,none,1,2,5,4,1968,no,10.0,53914.11,4.0
no,unknown,7.0,3,4.0,male,3,1,1,single,3,none,14,part_time,0,2,3,2,1994,yes,10.0,20620.0,3.0
no,unknown,7.0,2,3.0,female,2,2,2,married,0,none,11,part_time,0,2,3,2,1988,no,4.0,53914.11,3.0
yes,non_travel,16.0,4,4.0,male,1,1,1,unknown,1,none,23,part_time,1,2,5,0,1989,yes,10.0,28111.13,3.0
yes,travel_rarely,24.0,2,1.0,male,3,1,4,single,1,no,16,part_time,0,3,4,0,1967,yes,5.0,25870.0,3.0
no,unknown,17.0,2,3.0,male,2,2,2,unknown,2,none,16,full_time,2,1,4,3,1987,yes,10.0,55070.0,1.0
no,unknown,10.0,2,3.0,female,3,2,4,divorced,2,yes,11,part_time,1,2,5,4,1992,no,10.0,53914.11,3.0
no,unknown,3.0,1,4.0,female,2,2,4,married,3,yes,12,full_time,0,3,4,1,1989,yes,9.0,81030.0,2.0
no,travel_rarely,4.0,3,1.0,female,4,1,3,divorced,8,no,12,full_time,1,0,2,2,1992,no,4.0,39780.0,2.0
no,travel_frequently,1.0,4,2.0,male,3,2,3,single,4,no,12,full_time,0,3,4,3,1978,yes,12.0,53990.0,3.0
no,unknown,21.0,4,1.0,female,1,2,3,unknown,6,none,19,part_time,1,1,3,2,1984,no,10.0,53914.11,3.0
no,travel_rarely,9.0,2,2.0,male,3,1,4,divorced,2,no,19,part_time,2,0,5,3,1985,no,10.0,28111.13,4.0
no,unknown,3.0,2,3.0,male,3,1,1,divorced,1,none,13,none,1,3,4,3,1992,yes,4.0,28111.13,3.0
yes,unknown,24.0,4,1.0,male,3,3,1,unknown,6,yes,13,none,0,2,2,2,1970,yes,15.0,53914.11,2.0
no,travel_frequently,1.0,4,4.0,male,3,1,2,unknown,0,yes,11,part_time,1,2,6,2,1985,no,10.0,28111.13,3.0
no,unknown,10.0,3,3.0,female,3,2,1,single,6,yes,19,part_time,0,3,5,4,1969,no,9.0,44400.0,3.0
no,unknown,12.0,2,4.0,male,3,1,4,single,1,no,13,part_time,0,6,5,4,2000,yes,10.0,28111.13,4.0
no,unknown,2.0,1,4.0,male,3,1,3,unknown,6,none,19,part_time,1,2,2,2,1998,yes,10.0,28111.13,2.0
no,unknown,2.0,2,1.0,male,3,1,3,unknown,0,no,19,none,1,1,2,2,1992,yes,10.0,28111.13,3.0
no,travel_rarely,11.0,4,4.0,male,3,1,3,married,7,yes,11,part_time,1,3,2,2,1988,yes,10.0,26600.0,3.0
no,unknown,1.0,2,4.0,male,3,1,3,unknown,0,no,12,full_time,0,2,3,2,2001,yes,10.0,33750.0,4.0
no,travel_rarely,29.0,4,3.0,female,2,1,2,single,1,none,13,part_time,0,3,6,1,1991,no,6.0,28111.13,3.0
no,unknown,7.0,4,2.0,male,2,1,2,unknown,0,none,14,part_time,1,2,2,2,1991,yes,10.0,22690.0,3.0
no,travel_rarely,5.0,1,3.0,male,3,1,1,single,1,none,11,part_time,0,6,2,2,2002,yes,10.0,28111.13,3.0
no,unknown,7.0,2,3.0,female,3,2,2,unknown,7,no,13,part_time,3,3,4,2,1987,yes,18.0,53914.11,3.0
yes,travel_rarely,7.0,4,3.0,male,3,1,4,married,9,none,14,full_time,3,3,2,2,1994,yes,4.0,47870.0,4.0
no,travel_rarely,2.0,3,4.0,male,3,1,1,unknown,1,no,14,part_time,0,4,4,2,1991,yes,10.0,28111.13,3.0
no,travel_rarely,2.0,4,3.0,male,2,1,3,unknown,2,no,14,part_time,0,2,2,2,1983,yes,8.0,28090.0,3.0
no,travel_frequently,18.0,4,3.0,male,3,2,3,unknown,1,none,14,part_time,2,2,10,2,1988,no,10.0,53914.11,4.0
yes,travel_rarely,7.0,3,4.0,male,2,3,1,unknown,4,none,13,none,1,3,3,0,1973,yes,20.0,53914.11,3.0
no,unknown,5.0,3,4.0,female,2,1,3,single,0,no,18,part_time,0,2,4,0,1997,yes,10.0,28111.13,3.0
no,travel_frequently,23.0,2,3.0,male,4,2,4,unknown,4,no,17,part_time,1,3,5,3,1987,no,17.0,25710.0,3.0
no,travel_rarely,4.0,3,2.0,male,4,2,2,unknown,1,yes,20,none,1,0,6,3,1996,no,6.0,61420.0,3.0
no,unknown,2.0,3,3.0,male,3,1,4,unknown,4,no,11,part_time,0,3,1,0,1990,no,7.0,24960.0,3.0
no,unknown,5.0,4,2.0,female,2,1,1,married,9,yes,14,full_time,1,3,1,0,1987,yes,10.0,34190.0,4.0
no,unknown,1.0,4,3.0,male,3,1,2,single,1,no,17,part_time,0,4,1,0,1992,yes,1.0,25010.0,3.0
no,travel_rarely,2.0,1,3.0,male,3,1,4,unknown,0,none,14,part_time,1,2,2,1,2001,yes,3.0,28111.13,3.0
no,unknown,3.0,3,3.0,male,2,1,3,divorced,1,none,15,none,1,2,1,1,1996,yes,1.0,53914.11,2.0
no,travel_rarely,2.0,3,3.0,male,3,1,4,unknown,0,no,14,part_time,0,2,3,2,1990,yes,4.0,28111.13,3.0
no,travel_frequently,18.0,1,2.0,female,3,1,4,single,1,none,13,part_time,0,2,8,7,1987,yes,8.0,28111.13,3.0
no,unknown,7.0,2,3.0,female,2,1,1,unknown,2,none,14,full_time,1,2,3,2,1986,yes,10.0,39200.0,2.0
no,unknown,7.0,3,2.0,male,4,1,2,married,1,none,20,part_time,0,3,5,3,1991,yes,5.0,28111.13,1.0
no,travel_rarely,7.0,3,3.0,male,1,2,2,divorced,5,none,18,part_time,1,3,4,2,1972,yes,10.0,53914.11,3.0
no,unknown,7.0,2,3.0,female,2,4,3,unknown,7,yes,12,none,0,2,7,7,1974,yes,10.0,53914.11,3.0
no,unknown,9.0,4,3.0,male,2,2,2,single,9,none,19,full_time,0,5,1,0,1988,yes,10.0,65400.0,3.0
no,unknown,11.0,3,1.0,female,3,1,2,married,1,no,13,none,1,1,2,2,2001,no,2.0,53914.11,3.0
no,unknown,1.0,5,1.0,female,4,4,3,unknown,4,no,19,full_time,1,2,6,5,1990,no,10.0,161840.0,3.0
yes,unknown,13.0,4,2.0,male,3,2,1,divorced,2,no,17,none,0,2,3,2,1992,no,10.0,53914.11,1.0
yes,unknown,26.0,4,1.0,female,3,2,1,unknown,2,none,14,part_time,2,4,1,0,1978,yes,5.0,53914.11,3.0
no,unknown,7.0,3,3.0,male,4,4,3,married,3,no,19,none,0,3,5,3,1970,yes,32.0,53914.11,3.0
no,travel_rarely,8.0,2,2.0,female,3,2,3,unknown,3,no,11,part_time,0,2,5,3,1989,yes,10.0,53914.11,3.0
no,unknown,14.0,2,2.0,male,3,4,1,unknown,6,no,24,full_time,1,3,4,0,1980,no,10.0,171590.0,3.0
no,travel_rarely,8.0,2,2.0,male,2,1,4,divorced,1,none,13,none,1,6,5,4,1995,yes,6.0,53914.11,3.0
no,travel_frequently,2.0,1,2.0,male,3,1,4,single,5,none,14,part_time,0,2,2,2,1981,yes,8.0,28111.13,3.0
no,travel_rarely,4.0,3,2.0,female,3,1,3,unknown,1,none,19,none,0,2,1,0,1996,yes,1.0,53914.11,3.0
no,unknown,9.0,4,4.0,male,3,1,2,unknown,8,yes,14,full_time,1,2,1,0,1983,yes,3.0,36170.0,3.0
yes,unknown,1.0,4,1.0,male,2,3,3,married,5,none,11,part_time,0,2,14,7,1986,yes,10.0,100071.84,1.0
no,travel_frequently,7.0,3,3.0,female,3,1,4,unknown,1,no,15,part_time,1,5,3,2,1994,no,3.0,28111.13,3.0
no,unknown,10.0,1,3.0,male,3,1,3,married,0,none,17,part_time,1,0,2,2,1985,no,3.0,26840.0,2.0
no,unknown,7.0,4,3.0,male,4,2,4,divorced,0,no,11,none,1,2,15,9,1989,yes,16.0,53914.11,2.0
no,travel_rarely,10.0,4,3.0,female,3,1,3,married,1,yes,19,part_time,1,2,1,0,1989,no,1.0,28111.13,3.0
no,travel_rarely,7.0,4,3.0,male,3,5,3,married,2,none,11,full_time,1,2,8,7,1973,no,29.0,192370.0,2.0
yes,unknown,21.0,3,1.0,male,3,1,3,unknown,1,no,20,part_time,1,0,1,0,1997,no,1.0,23770.0,2.0
no,travel_frequently,6.0,3,3.0,male,2,1,3,divorced,1,yes,14,none,1,2,3,2,1995,no,10.0,53914.11,3.0
yes,unknown,12.0,1,3.0,female,3,1,4,married,1,none,11,none,0,4,1,0,1995,yes,10.0,28111.13,2.0
no,unknown,7.0,2,3.0,female,2,2,4,married,3,yes,13,part_time,1,3,1,0,1983,yes,16.0,44220.0,1.0
no,travel_rarely,7.0,2,3.0,male,3,1,1,single,1,no,25,none,0,4,1,0,2004,no,1.0,53914.11,3.0
no,travel_rarely,21.0,3,3.0,male,4,1,4,single,1,none,17,part_time,0,2,2,2,2003,yes,2.0,26780.0,3.0
no,unknown,10.0,3,2.0,female,2,2,2,divorced,7,no,12,part_time,1,2,5,3,1983,no,7.0,53914.11,4.0
yes,unknown,10.0,3,1.0,female,2,1,2,unknown,1,none,25,part_time,0,2,1,0,2004,yes,10.0,28111.13,4.0
no,unknown,3.0,3,3.0,female,2,2,4,single,5,no,17,part_time,0,2,6,5,1964,no,13.0,51710.0,3.0
no,travel_rarely,17.0,4,2.0,female,3,3,1,unknown,1,yes,23,full_time,2,2,9,8,1993,no,10.0,119160.0,3.0
no,travel_rarely,29.0,3,2.0,male,3,3,4,married,4,yes,18,part_time,2,4,3,2,1978,yes,10.0,93800.0,4.0
no,travel_rarely,2.0,3,3.0,male,3,1,3,unknown,2,no,14,none,1,3,3,2,1983,no,10.0,53914.11,4.0
no,unknown,7.0,1,4.0,male,3,2,3,unknown,8,none,15,none,2,2,2,2,1993,no,4.0,53914.11,2.0
no,unknown,7.0,2,3.0,male,2,1,1,unknown,0,none,14,part_time,3,3,1,0,1999,no,10.0,28111.13,3.0
no,unknown,5.0,2,4.0,female,2,2,2,married,3,no,12,none,1,2,7,5,1991,yes,12.0,53914.11,3.0
yes,travel_rarely,24.0,3,3.0,male,3,1,2,married,1,none,17,part_time,3,3,1,0,1995,no,10.0,28111.13,3.0
no,unknown,11.0,4,4.0,female,3,2,4,single,3,none,12,part_time,0,1,5,4,1974,yes,8.0,53914.11,4.0
no,travel_frequently,2.0,2,3.0,female,2,1,2,married,4,none,14,part_time,1,4,6,5,1985,no,9.0,24680.0,2.0
no,travel_rarely,2.0,4,3.0,male,3,5,4,unknown,7,none,17,full_time,1,3,2,2,1977,yes,24.0,191324.62,3.0
yes,travel_frequently,9.0,4,4.0,male,3,2,1,unknown,4,none,17,part_time,1,3,7,7,1989,no,10.0,53914.11,2.0
no,unknown,20.0,3,3.0,male,3,2,4,unknown,2,none,18,part_time,1,6,2,2,1984,no,7.0,41270.0,3.0
yes,travel_rarely,20.0,2,4.0,female,3,1,2,married,0,yes,11,part_time,0,3,5,4,1997,yes,6.0,21480.0,3.0
no,travel_rarely,7.0,4,4.0,female,3,2,4,married,4,no,15,none,1,2,7,7,1969,no,14.0,53914.11,2.0
no,travel_frequently,2.0,1,2.0,male,2,2,4,unknown,1,no,21,part_time,0,2,10,8,1987,yes,10.0,38860.0,2.0
yes,travel_frequently,5.0,2,1.0,female,4,1,3,unknown,3,yes,14,part_time,0,2,4,3,1991,no,8.0,28111.13,3.0
no,unknown,15.0,4,3.0,female,3,2,4,unknown,5,no,18,none,1,6,5,2,1991,yes,9.0,53914.11,3.0
yes,unknown,17.0,3,3.0,male,2,1,4,unknown,5,no,12,part_time,1,2,4,3,1995,yes,10.0,28111.13,2.0
no,unknown,1.0,2,2.0,male,2,1,3,divorced,1,none,12,none,3,2,1,0,1990,no,10.0,53914.11,2.0
yes,travel_rarely,2.0,2,4.0,male,2,1,3,single,6,yes,15,none,0,3,0,0,1986,yes,7.0,20900.0,3.0
no,travel_rarely,3.0,3,3.0,female,4,1,1,unknown,4,none,20,none,3,3,1,0,1964,yes,12.0,28111.13,2.0
no,travel_rarely,24.0,1,4.0,male,3,1,3,divorced,1,none,22,none,1,2,1,0,1993,yes,1.0,53914.11,3.0
no,unknown,16.0,2,4.0,male,4,1,4,unknown,1,yes,13,none,2,2,1,0,2001,no,10.0,28111.13,2.0
no,travel_rarely,15.0,2,3.0,male,3,1,4,single,1,no,14,part_time,0,6,0,0,2002,yes,0.0,28111.13,3.0
no,travel_rarely,9.0,2,4.0,male,2,1,3,unknown,1,none,13,part_time,0,5,10,8,1993,no,10.0,28111.13,3.0
yes,travel_rarely,7.0,3,3.0,male,3,2,4,married,3,no,14,part_time,1,6,1,0,1984,yes,19.0,20860.0,4.0
yes,travel_rarely,1.0,3,2.0,male,3,1,4,unknown,2,yes,16,part_time,1,2,2,0,1999,no,6.0,28111.13,3.0
no,unknown,4.0,2,3.0,male,3,1,4,divorced,1,none,12,part_time,1,3,1,0,1988,yes,1.0,19510.0,3.0
no,unknown,2.0,4,4.0,female,3,1,1,divorced,1,none,13,part_time,1,6,1,0,1996,no,10.0,28111.13,3.0
yes,unknown,25.0,3,1.0,male,1,1,3,single,1,none,12,none,0,2,1,1,1997,no,1.0,53914.11,2.0
no,unknown,7.0,2,2.0,male,3,1,2,married,4,no,21,full_time,0,1,1,0,1986,no,8.0,30220.0,3.0
no,unknown,7.0,1,3.0,male,4,1,4,unknown,1,no,19,none,0,2,1,1,1988,yes,1.0,53914.11,3.0
yes,unknown,1.0,2,1.0,male,2,3,3,unknown,9,none,13,part_time,0,2,1,0,1975,no,10.0,100071.84,3.0
no,non_travel,11.0,2,3.0,male,2,3,1,married,2,yes,13,part_time,1,3,4,3,1988,yes,10.0,100071.84,3.0
no,travel_rarely,8.0,3,4.0,female,3,4,3,divorced,2,yes,14,full_time,3,2,5,2,1968,yes,21.0,153407.07,3.0
no,unknown,7.0,3,2.0,male,3,3,1,unknown,2,no,17,part_time,1,2,1,0,1978,yes,10.0,97240.0,3.0
yes,unknown,9.0,3,4.0,male,2,1,3,unknown,0,none,17,full_time,1,0,1,0,1987,yes,10.0,33880.0,2.0
no,travel_rarely,6.0,3,2.0,female,4,1,4,unknown,3,no,12,none,0,3,1,0,1987,yes,10.0,53914.11,3.0
no,travel_rarely,6.0,4,4.0,male,3,3,1,unknown,4,yes,14,part_time,0,3,0,0,1978,no,10.0,100071.84,4.0
no,unknown,1.0,2,1.0,male,3,3,4,married,3,none,14,none,1,4,1,0,1968,yes,10.0,53914.11,3.0
no,unknown,2.0,1,3.0,male,3,1,1,divorced,3,no,13,part_time,1,3,0,0,2000,no,10.0,23220.0,3.0
no,travel_rarely,1.0,1,4.0,male,3,1,1,single,1,no,13,part_time,0,2,1,0,1991,yes,10.0,28111.13,3.0
yes,unknown,6.0,3,4.0,female,2,1,4,single,1,yes,18,none,0,5,1,0,2003,no,10.0,53914.11,3.0
no,unknown,2.0,2,3.0,male,2,2,4,divorced,5,no,14,part_time,1,2,1,0,1986,no,17.0,53914.11,4.0
no,unknown,15.0,3,2.0,female,3,1,4,single,1,no,15,part_time,0,5,0,0,2001,no,10.0,28111.13,3.0
no,unknown,7.0,4,3.0,female,2,2,2,unknown,6,none,15,part_time,1,3,1,0,1989,yes,10.0,45050.0,3.0
no,unknown,3.0,2,1.0,female,3,1,4,divorced,5,none,22,full_time,1,2,1,0,1987,no,10.0,28350.0,3.0
yes,travel_rarely,22.0,1,4.0,male,3,1,3,single,1,yes,19,part_time,0,2,0,0,2004,yes,0.0,28111.13,2.0
no,unknown,9.0,4,3.0,male,3,1,1,unknown,2,none,21,part_time,1,2,5,4,1982,yes,7.0,28111.13,3.0
no,unknown,7.0,1,2.0,female,3,1,2,single,1,no,14,part_time,0,3,1,0,2004,no,1.0,28111.13,3.0
no,unknown,7.0,4,2.0,male,2,2,3,married,2,no,17,none,0,2,1,0,1972,yes,10.0,53914.11,3.0
no,unknown,9.0,3,2.0,female,2,1,2,married,4,yes,20,part_time,1,3,1,0,1965,no,9.0,28111.13,2.0
yes,travel_frequently,1.0,1,3.0,female,1,1,1,unknown,0,no,21,part_time,0,5,0,0,2004,yes,1.0,28111.13,3.0
yes,travel_rarely,2.0,3,2.0,male,2,1,4,single,1,none,22,part_time,0,3,1,0,2004,yes,1.0,28111.13,2.0
yes,travel_rarely,23.0,2,2.0,male,2,2,3,unknown,3,yes,13,part_time,0,1,1,1,1988,yes,8.0,53914.11,3.0
no,travel_rarely,7.0,4,4.0,male,3,2,3,unknown,9,none,14,full_time,0,3,1,0,1985,no,14.0,65530.0,3.0
yes,unknown,29.0,1,2.0,male,3,2,1,married,7,yes,19,full_time,0,2,1,0,1985,no,17.0,66730.0,3.0
no,unknown,6.0,3,4.0,female,3,3,4,single,3,yes,18,full_time,0,3,1,0,1982,no,10.0,135910.0,3.0
no,travel_rarely,3.0,3,3.0,male,2,1,4,married,3,none,17,part_time,1,6,1,0,1964,yes,7.0,21770.0,3.0
no,travel_rarely,1.0,4,4.0,female,3,5,4,divorced,3,no,11,full_time,1,3,7,6,1973,no,10.0,195170.0,2.0
no,travel_rarely,19.0,2,3.0,male,3,2,1,divorced,2,none,16,part_time,2,2,1,0,1982,yes,17.0,53914.11,2.0
no,unknown,1.0,3,3.0,male,4,5,4,unknown,0,none,11,full_time,1,2,24,7,1978,no,25.0,192020.0,3.0
yes,unknown,10.0,3,1.0,male,3,3,3,unknown,6,no,11,full_time,2,5,1,0,1986,yes,17.0,100480.0,3.0
no,unknown,7.0,3,3.0,male,3,1,4,married,1,no,11,part_time,0,0,1,0,1972,yes,1.0,27230.0,2.0
yes,travel_rarely,2.0,4,1.0,male,3,1,3,single,2,none,11,part_time,0,5,0,0,1995,no,5.0,28111.13,1.0
