age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,percent_salary_hike,relationship_satisfaction_level,stock_option_level,training_sessions_last_year,years_at_company,years_since_last_promotion,years_with_current_manager,birth_year,overtime_hours,performance_rating,standard_work_hours,total_years_worked,work_life_balance,same_as_monthly_income,annual_salary,remote_work
31,no,travel_rarely,556.26,2.0,1,life_sciences,1,532,2.0,male,,3,2,sales_executive,4,nan,,11681.39,4,,13,3,0,2,6,0,5,1992,yes,3,part_time,10,4,,53914.11,yes
37,no,travel_rarely,1032.49,,3,nan,1,533,,female,,3,3,manufacturing_director,4,single,8339.32,21682.23,4,,17,4,0,3,6,1,2,1986,none,3,part_time,,4,8339.32,100071.84,yes
37,no,non_travel,1032.49,9.0,4,nan,1,534,1.0,male,,3,3,sales_executive,2,divorced,,21682.23,1,,13,4,1,6,9,7,7,1986,no,3,part_time,9,3,,100071.84,no
37,no,travel_rarely,556.26,1.0,4,life_sciences,1,535,2.0,female,69.53,3,2,manufacturing_director,2,married,4492.84,11681.39,6,,12,2,1,2,6,4,3,1986,none,3,part_time,8,2,4492.84,53914.11,no
24,no,travel_rarely,281.15,23.0,3,medical,1,536,2.0,male,,4,1,research_scientist,4,nan,,5904.17,1,,11,2,2,3,6,1,4,1999,none,3,part_time,,3,,27250.0,yes
50,no,nan,1973.98,3.0,3,nan,1,537,1.0,male,,3,5,manager,2,married,15943.72,41453.67,1,,11,3,1,2,32,10,7,1973,no,3,none,,3,15943.72,,no
34,no,nan,373.7,1.0,2,life_sciences,1,538,2.0,male,46.71,2,1,research_scientist,4,nan,3018.33,7847.67,1,,13,4,1,3,6,1,3,1989,yes,3,full_time,6,3,3018.33,36220.0,yes
27,no,travel_frequently,556.26,3.0,1,medical,1,539,4.0,female,,4,2,sales_executive,4,nan,,11681.39,1,,20,2,2,3,6,0,4,1996,none,,none,,3,,53914.11,no
25,no,nan,637.62,,1,nan,1,540,,female,,3,2,sales_executive,4,single,,13390.0,1,,23,2,0,5,6,1,4,1998,no,4,full_time,6,2,,61800.0,no
34,no,nan,647.32,,3,other,1,541,4.0,male,,3,2,sales_executive,4,single,5228.33,13593.67,1,,22,3,0,5,6,1,4,1989,no,4,full_time,6,3,5228.33,62740.0,yes
34,no,nan,452.01,2.0,4,nan,1,542,3.0,female,,2,1,research_scientist,1,nan,,9492.17,1,,11,3,0,3,6,1,3,1989,none,,full_time,6,3,,43810.0,yes
35,no,nan,1032.49,7.0,3,other,1,543,3.0,male,,3,3,manufacturing_director,3,single,8339.32,21682.23,3,,21,2,0,3,8,1,6,1988,no,4,none,17,4,8339.32,,no
35,no,nan,264.02,,1,medical,1,544,,female,33.0,2,1,research_scientist,1,nan,,5544.5,1,,11,4,0,3,6,1,1,1988,none,3,part_time,6,2,,25590.0,no
33,no,nan,566.22,1.0,4,nan,1,545,3.0,female,70.78,4,2,healthcare_representative,2,married,4573.33,11890.67,1,,13,1,1,2,6,1,2,1990,yes,3,full_time,,3,4573.33,54880.0,yes
29,no,nan,259.38,28.0,4,life_sciences,1,546,3.0,female,,3,1,research_scientist,4,divorced,2095.0,5447.0,4,,22,1,1,1,7,1,7,1994,no,4,part_time,11,3,2095.0,25140.0,no
29,no,travel_frequently,290.04,10.0,3,nan,1,547,4.0,female,,3,1,research_scientist,2,divorced,2342.59,6090.75,0,,14,4,2,2,7,1,1,1994,no,3,part_time,8,2,2342.59,28111.13,yes
34,no,nan,556.26,9.0,1,life_sciences,1,548,2.0,female,69.53,3,2,sales_executive,3,married,4492.84,11681.39,1,,20,1,0,3,6,1,3,1989,none,4,part_time,,2,4492.84,53914.11,no
28,no,travel_rarely,329.75,19.0,4,medical,1,549,4.0,male,,2,1,laboratory_technician,1,married,2663.33,6924.67,1,,12,3,3,2,6,3,3,1995,none,3,none,6,3,2663.33,31960.0,no
44,no,nan,290.04,2.0,1,life_sciences,1,550,1.0,female,,4,1,research_scientist,4,married,,6090.75,1,,13,4,1,5,10,7,7,1979,none,3,part_time,10,3,,28111.13,no
31,no,travel_rarely,556.26,11.0,2,nan,1,551,3.0,male,69.53,3,2,healthcare_representative,1,married,4492.84,11681.39,1,,12,4,0,2,6,0,1,1992,yes,,part_time,6,2,4492.84,53914.11,no
26,no,nan,290.04,4.0,2,life_sciences,1,552,3.0,male,36.25,3,1,research_scientist,4,nan,2342.59,6090.75,1,,20,2,0,2,8,2,2,1997,yes,4,part_time,,2,2342.59,28111.13,no
47,no,travel_rarely,352.86,1.0,3,nan,1,553,1.0,male,,3,1,research_scientist,4,nan,2850.0,7410.0,7,,12,3,1,2,6,1,2,1976,no,3,full_time,17,2,2850.0,34200.0,yes
37,no,nan,290.04,5.0,2,nan,1,554,3.0,male,,4,1,laboratory_technician,3,single,2342.59,6090.75,0,,14,1,0,2,6,1,3,1986,no,3,part_time,7,1,2342.59,28111.13,no
32,no,nan,421.67,1.0,4,nan,1,555,4.0,male,,3,2,research_scientist,1,married,3405.83,8855.17,4,,14,2,1,3,6,1,2,1991,none,3,none,9,2,3405.83,,yes
32,no,nan,556.26,2.0,3,medical,1,556,4.0,male,69.53,3,2,research_scientist,2,divorced,4492.84,11681.39,0,,13,3,2,4,9,1,6,1991,no,3,part_time,10,2,4492.84,53914.11,yes
33,no,non_travel,553.84,16.0,3,life_sciences,1,557,3.0,female,69.23,3,2,sales_executive,4,nan,,11630.67,1,,25,3,1,2,6,1,2,1990,yes,4,part_time,7,3,,53680.0,no
47,yes,nan,1334.67,9.0,3,nan,1,558,3.0,male,,1,4,sales_executive,3,married,,28028.0,7,,11,3,0,3,23,14,10,1976,no,,full_time,25,1,,129360.0,yes
41,yes,nan,556.26,1.0,2,nan,1,559,2.0,female,,3,2,sales_executive,4,nan,4492.84,11681.39,8,,11,1,0,0,6,0,5,1982,yes,3,part_time,8,1,4492.84,53914.11,no
35,no,travel_rarely,290.04,16.0,3,medical,1,560,1.0,male,36.25,4,1,laboratory_technician,2,married,,6090.75,0,,13,3,1,5,5,0,3,1988,none,3,part_time,6,3,,28111.13,no
29,no,travel_rarely,290.04,2.0,3,life_sciences,1,561,3.0,male,36.25,3,1,research_scientist,2,married,2342.59,6090.75,0,,23,4,1,3,5,0,4,1994,no,4,part_time,,3,2342.59,28111.13,no
32,no,travel_rarely,556.26,1.0,3,life_sciences,1,562,2.0,male,,3,2,research_scientist,2,nan,4492.84,11681.39,1,,17,2,2,3,10,0,9,1991,no,3,part_time,10,3,4492.84,53914.11,yes
35,no,travel_rarely,290.04,1.0,3,medical,1,563,2.0,male,36.25,2,1,research_scientist,3,single,2342.59,6090.75,1,,18,1,0,3,6,0,4,1988,no,3,part_time,6,3,2342.59,28111.13,no
56,no,nan,1032.49,,3,nan,1,564,4.0,male,,1,3,manufacturing_director,4,nan,8339.32,21682.23,4,,11,1,0,3,6,0,2,1967,no,3,none,37,2,8339.32,,yes
28,no,nan,435.5,4.0,3,medical,1,565,2.0,male,,3,2,sales_executive,3,nan,,9145.5,1,,15,2,0,3,5,0,4,1995,none,3,part_time,5,4,,42210.0,yes
25,yes,travel_rarely,556.26,5.0,3,nan,1,566,3.0,male,,2,2,sales_executive,3,single,4492.84,11681.39,1,,11,4,0,1,6,0,3,1998,yes,3,none,,3,4492.84,,yes
56,yes,nan,512.06,14.0,4,life_sciences,1,567,2.0,female,,3,1,research_scientist,2,nan,,10753.17,9,,18,1,3,2,5,4,3,1967,none,3,full_time,7,3,,49630.0,yes
26,no,nan,290.04,6.0,3,nan,1,568,3.0,female,,2,1,research_scientist,2,married,,6090.75,1,,19,3,0,3,5,4,3,1997,none,3,part_time,5,2,,28111.13,no
32,yes,nan,433.33,9.0,3,medical,1,569,1.0,female,,3,1,laboratory_technician,1,nan,3500.0,9100.0,7,,22,1,0,2,5,0,4,1991,no,4,none,,4,3500.0,,no
30,no,travel_rarely,290.04,18.0,3,life_sciences,1,570,1.0,female,,3,1,research_scientist,3,single,2342.59,6090.75,1,,14,3,0,4,5,0,4,1993,no,3,part_time,,2,2342.59,28111.13,yes
50,no,travel_rarely,1973.98,11.0,3,nan,1,571,3.0,female,,3,5,manager,2,nan,15943.72,41453.67,3,,15,2,0,5,5,4,4,1973,none,3,none,,3,15943.72,,no
32,no,nan,290.04,6.0,5,life_sciences,1,572,3.0,male,,3,1,research_scientist,3,nan,2342.59,6090.75,3,,20,1,0,2,5,1,4,1991,no,4,part_time,8,,2342.59,28111.13,no
45,no,travel_rarely,516.49,4.0,2,nan,1,573,3.0,female,,3,2,sales_executive,1,nan,4171.67,10846.33,4,,11,1,1,3,5,0,3,1978,none,3,none,9,4,4171.67,,no
43,no,nan,290.04,7.0,3,nan,1,574,4.0,male,36.25,4,1,research_scientist,4,divorced,2342.59,6090.75,4,,14,4,3,3,5,2,2,1980,no,3,part_time,7,4,2342.59,28111.13,yes
29,yes,nan,788.15,27.0,3,marketing,1,575,2.0,female,,3,3,sales_executive,4,married,,16551.17,1,,22,4,3,3,10,1,9,1994,none,4,part_time,10,2,,76390.0,yes
31,no,non_travel,556.26,1.0,4,medical,1,576,3.0,male,,1,2,manufacturing_director,3,nan,,11681.39,0,,12,4,1,2,5,1,4,1992,none,3,part_time,6,3,,53914.11,yes
33,yes,nan,290.04,14.0,3,nan,1,577,3.0,male,,3,1,laboratory_technician,4,married,2342.59,6090.75,5,,13,3,1,2,5,0,4,1990,yes,3,none,8,1,2342.59,,no
31,yes,nan,290.04,29.0,2,nan,1,578,3.0,male,,2,1,laboratory_technician,2,nan,2342.59,6090.75,0,,11,2,0,2,5,1,4,1992,no,3,part_time,,4,2342.59,28111.13,yes
37,no,nan,670.84,6.0,4,nan,1,579,3.0,male,,3,2,sales_executive,4,nan,5418.33,14087.67,4,,14,2,1,5,5,0,1,1986,no,3,none,,4,5418.33,,yes
50,no,nan,1973.98,4.0,1,nan,1,580,1.0,male,,3,5,research_director,2,divorced,15943.72,41453.67,3,,14,1,2,4,10,1,6,1973,no,3,none,28,2,15943.72,,no
42,no,travel_frequently,1395.44,26.0,3,nan,1,581,3.0,female,,3,4,sales_executive,2,married,,29304.17,5,,14,4,1,2,20,4,8,1981,none,3,full_time,,,,135250.0,yes
27,no,nan,556.26,2.0,3,nan,1,582,4.0,male,,3,2,sales_executive,3,nan,4492.84,11681.39,1,,11,1,0,3,5,0,4,1996,yes,3,none,5,3,4492.84,,yes
27,no,non_travel,655.06,1.0,1,marketing,1,583,3.0,male,,3,2,sales_executive,2,nan,5290.83,13756.17,0,,13,4,1,0,5,1,4,1996,yes,3,none,,,5290.83,,yes
41,no,travel_rarely,556.26,6.0,3,nan,1,584,4.0,male,,2,2,manufacturing_director,2,single,4492.84,11681.39,6,,15,4,0,3,5,1,2,1982,yes,3,part_time,,3,4492.84,53914.11,yes
37,no,travel_rarely,290.04,10.0,3,medical,1,585,3.0,female,36.25,3,1,laboratory_technician,1,nan,2342.59,6090.75,6,,20,2,1,3,5,0,3,1986,no,4,part_time,,3,2342.59,28111.13,yes
40,yes,nan,658.25,,2,nan,1,586,,male,,2,2,sales_executive,3,nan,,13823.33,2,,12,1,2,6,6,1,0,1983,yes,3,full_time,8,3,,63800.0,yes
55,no,nan,1582.77,2.0,3,nan,1,587,3.0,female,197.85,3,4,manager,4,single,12783.92,33238.2,2,,13,3,0,2,5,1,2,1968,yes,3,full_time,,3,12783.92,153407.07,no
26,yes,travel_frequently,320.05,3.0,1,nan,1,588,3.0,male,,3,1,research_scientist,1,nan,,6721.0,0,,22,3,0,2,6,0,4,1997,none,4,full_time,,3,,31020.0,yes
40,no,travel_rarely,556.26,2.0,2,marketing,1,589,4.0,female,,3,2,sales_executive,2,divorced,4492.84,11681.39,7,,12,3,2,5,5,1,3,1983,none,3,part_time,,3,4492.84,53914.11,yes
25,no,nan,556.26,4.0,2,nan,1,590,2.0,female,,2,2,sales_executive,4,single,,11681.39,1,,11,2,0,3,5,1,3,1998,yes,3,part_time,5,3,,53914.11,no
30,no,nan,556.26,12.0,3,nan,1,591,2.0,female,,3,2,sales_executive,3,single,,11681.39,0,,11,2,0,6,5,4,4,1993,no,,part_time,,3,,53914.11,yes
52,no,travel_rarely,1032.49,,3,nan,1,592,4.0,male,129.06,2,3,manufacturing_director,3,married,,21682.23,2,,14,3,0,4,5,0,4,1971,none,,part_time,,3,,100071.84,no
42,no,travel_frequently,470.06,,2,nan,1,593,1.0,female,,3,2,research_scientist,3,nan,3796.67,9871.33,2,,11,2,1,3,5,0,2,1981,no,3,part_time,19,3,3796.67,45560.0,no
30,no,travel_rarely,556.26,2.0,3,life_sciences,1,594,3.0,female,,1,2,manufacturing_director,4,nan,4492.84,11681.39,2,,20,3,0,2,5,0,2,1993,no,4,none,11,3,4492.84,,yes
35,no,travel_rarely,436.43,22.0,3,life_sciences,1,595,4.0,male,54.55,1,1,laboratory_technician,3,single,3525.0,9165.0,0,,15,3,0,2,5,4,3,1988,no,3,full_time,,3,3525.0,42300.0,no
31,no,travel_rarely,1032.49,7.0,3,nan,1,596,3.0,male,129.06,2,3,manager,4,divorced,,21682.23,9,,21,3,1,3,5,0,1,1992,none,4,part_time,10,2,,100071.84,yes
35,no,travel_rarely,501.33,1.0,3,nan,1,597,1.0,female,,3,2,sales_executive,3,single,,10527.83,1,,16,4,0,3,5,0,3,1988,none,3,part_time,5,3,,48590.0,yes
25,no,nan,290.04,13.0,1,nan,1,598,2.0,male,,3,1,sales_representative,3,nan,2342.59,6090.75,1,,11,3,0,1,7,0,6,1998,none,3,none,7,3,2342.59,28111.13,yes
32,no,travel_rarely,652.27,9.0,4,nan,1,599,1.0,female,81.53,3,2,research_scientist,4,married,,13697.67,1,,12,4,1,2,6,0,5,1991,none,3,full_time,6,,,63220.0,no
47,yes,nan,556.26,27.0,2,life_sciences,1,600,2.0,female,69.53,4,2,sales_executive,3,nan,4492.84,11681.39,4,,12,4,0,2,5,1,3,1976,yes,3,part_time,8,3,4492.84,53914.11,no
30,no,travel_frequently,290.04,5.0,4,life_sciences,1,601,2.0,male,36.25,2,1,research_scientist,4,divorced,,6090.75,9,,12,2,1,3,5,0,3,1993,no,3,part_time,10,2,,28111.13,yes
45,no,nan,1110.26,9.0,3,marketing,1,602,4.0,male,,3,3,sales_executive,1,divorced,8967.5,23315.5,4,,12,3,1,2,5,0,2,1978,yes,3,full_time,18,3,8967.5,107610.0,no
36,no,travel_rarely,290.04,8.0,3,life_sciences,1,603,1.0,male,,2,1,human_resources,1,nan,2342.59,6090.75,0,,21,3,0,3,5,0,3,1987,none,4,none,,3,2342.59,,yes
31,no,nan,290.04,11.0,4,nan,1,604,4.0,male,,3,1,research_scientist,4,nan,2342.59,6090.75,3,,19,2,1,2,6,0,2,1992,none,3,part_time,,3,2342.59,28111.13,yes
37,no,travel_frequently,306.74,21.0,2,medical,1,605,3.0,female,,3,1,sales_representative,4,married,,6441.5,5,,15,2,1,3,5,0,0,1986,none,3,full_time,,3,,29730.0,no
39,no,travel_rarely,536.92,2.0,3,life_sciences,1,606,4.0,female,,2,2,human_resources,4,nan,4336.67,11275.33,8,,11,3,2,2,5,0,4,1984,no,3,part_time,13,3,4336.67,52040.0,no
42,no,nan,556.26,14.0,2,nan,1,607,3.0,female,69.53,2,2,sales_executive,3,nan,4492.84,11681.39,7,,17,1,0,6,5,0,3,1981,none,3,part_time,,3,4492.84,53914.11,yes
30,no,travel_rarely,1032.49,8.0,2,nan,1,608,3.0,male,129.06,3,3,sales_executive,3,nan,8339.32,21682.23,5,,11,1,1,2,8,7,7,1993,no,3,part_time,,4,8339.32,100071.84,no
50,no,nan,1795.13,1.0,2,medical,1,609,4.0,male,,3,4,research_director,4,divorced,14499.17,37697.83,9,,22,3,1,1,5,1,3,1973,no,,full_time,32,2,14499.17,173990.0,yes
59,no,travel_rarely,1032.49,1.0,2,nan,1,610,2.0,male,,3,3,manager,4,nan,8339.32,21682.23,3,,14,3,1,1,6,0,4,1964,yes,3,none,14,1,8339.32,,yes
54,no,nan,1032.49,2.0,4,life_sciences,1,611,3.0,female,,2,3,sales_executive,3,married,8339.32,21682.23,6,,11,2,1,4,9,7,0,1969,no,3,part_time,13,3,8339.32,100071.84,yes
56,no,nan,290.04,9.0,3,medical,1,612,1.0,female,36.25,3,1,research_scientist,3,married,,6090.75,2,,19,2,1,4,5,0,3,1967,no,3,part_time,18,3,,28111.13,no
48,no,nan,1742.1,1.0,4,nan,1,613,1.0,male,217.76,4,4,manager,4,single,,36584.17,2,,22,3,0,3,5,2,1,1975,no,,full_time,,2,,168850.0,yes
39,no,nan,556.26,9.0,3,life_sciences,1,614,3.0,male,,3,2,laboratory_technician,2,single,4492.84,11681.39,9,,15,3,0,2,5,0,3,1984,no,3,part_time,9,2,4492.84,53914.11,no
35,no,travel_rarely,446.02,8.0,4,technical_degree,1,615,3.0,male,,3,1,human_resources,3,nan,,9366.5,1,,17,2,0,2,5,1,4,1988,no,3,full_time,6,1,,43230.0,yes
42,no,travel_rarely,531.87,4.0,4,marketing,1,616,2.0,male,,3,2,sales_executive,1,single,4295.83,11169.17,7,,13,4,0,3,6,1,5,1981,no,3,none,,,4295.83,51550.0,no
44,yes,nan,302.92,10.0,4,nan,1,617,3.0,male,,3,1,research_scientist,3,single,,6361.33,1,,11,3,0,4,6,0,2,1979,yes,3,full_time,6,3,,29360.0,no
29,no,travel_rarely,290.04,15.0,1,nan,1,618,2.0,female,36.25,1,1,research_scientist,4,married,,6090.75,0,,18,1,1,2,5,1,3,1994,yes,,part_time,6,2,,28111.13,no
33,no,nan,290.04,2.0,3,human_resources,1,619,2.0,male,,3,1,human_resources,3,nan,2342.59,6090.75,1,,13,4,1,2,5,1,4,1990,no,3,none,5,3,2342.59,,yes
54,no,travel_frequently,1032.49,1.0,4,nan,1,620,4.0,female,,3,3,manufacturing_director,3,nan,8339.32,21682.23,7,,17,1,1,2,5,1,4,1969,no,3,part_time,33,1,8339.32,100071.84,no
46,no,nan,1938.55,4.0,2,nan,1,621,4.0,female,,2,5,manager,2,married,15657.5,40709.5,2,,14,3,1,2,11,0,8,1977,none,3,none,,3,15657.5,187890.0,yes
30,no,non_travel,556.26,9.0,2,medical,1,622,3.0,female,,3,2,manufacturing_director,3,single,4492.84,11681.39,7,,18,3,0,3,8,1,7,1993,yes,,part_time,10,3,4492.84,53914.11,yes
32,yes,travel_rarely,503.8,7.0,2,life_sciences,1,623,4.0,male,,3,2,laboratory_technician,3,nan,4069.17,10579.83,1,,18,1,1,3,10,1,1,1991,none,3,part_time,,3,4069.17,48830.0,yes
40,yes,nan,1032.49,25.0,4,nan,1,624,4.0,male,129.06,2,3,sales_executive,2,single,,21682.23,2,,12,3,0,2,5,1,0,1983,yes,3,part_time,9,3,,100071.84,yes
34,no,non_travel,209.34,26.0,1,nan,1,625,1.0,female,,2,1,research_scientist,3,divorced,,4396.17,1,,20,3,3,2,5,0,0,1989,no,4,part_time,5,3,,20290.0,yes
39,no,travel_rarely,556.26,21.0,4,nan,1,626,1.0,male,,2,2,sales_executive,4,married,,11681.39,3,,12,4,2,2,5,1,4,1984,none,3,part_time,8,4,,53914.11,no
37,no,nan,309.11,4.0,1,nan,1,627,3.0,male,,3,1,research_scientist,3,married,2496.67,6491.33,7,,15,4,0,2,6,1,3,1986,yes,3,full_time,8,3,2496.67,29960.0,no
33,no,nan,556.26,,1,life_sciences,1,628,,male,,3,2,sales_executive,4,married,4492.84,11681.39,6,,13,1,0,2,5,1,2,1990,none,3,part_time,8,4,4492.84,53914.11,yes
39,no,non_travel,1032.49,25.0,2,nan,1,629,3.0,male,129.06,3,3,healthcare_representative,3,nan,8339.32,21682.23,3,,21,2,1,2,6,0,5,1984,no,4,part_time,13,3,8339.32,100071.84,no
52,no,travel_rarely,290.04,8.0,4,other,1,630,3.0,female,,3,1,laboratory_technician,1,married,,6090.75,9,,13,3,0,2,5,0,4,1971,no,,part_time,12,1,,28111.13,yes
36,no,nan,957.25,3.0,4,nan,1,631,1.0,female,,3,2,sales_executive,2,single,7731.67,20102.33,3,,16,4,0,3,5,0,1,1987,yes,3,full_time,15,3,7731.67,92780.0,yes
36,no,nan,556.26,,4,life_sciences,1,632,,male,69.53,2,2,laboratory_technician,4,single,4492.84,11681.39,1,,16,3,0,2,10,1,8,1987,none,3,part_time,10,2,4492.84,53914.11,yes
24,no,travel_rarely,429.41,4.0,1,nan,1,633,4.0,female,,3,2,sales_executive,3,married,3468.33,9017.67,1,,12,3,2,3,5,0,3,1999,yes,3,none,,3,3468.33,,yes
34,no,travel_rarely,290.04,1.0,3,life_sciences,1,634,4.0,female,36.25,2,1,laboratory_technician,2,nan,,6090.75,5,,17,1,1,2,5,0,2,1989,no,3,part_time,7,2,,28111.13,no
28,no,nan,556.26,5.0,3,nan,1,635,4.0,male,,3,2,sales_executive,1,single,4492.84,11681.39,0,,18,4,0,4,5,1,3,1995,none,3,part_time,,3,4492.84,53914.11,yes
33,no,travel_rarely,290.04,4.0,4,medical,1,636,1.0,female,,2,1,laboratory_technician,2,nan,2342.59,6090.75,8,,11,4,0,5,5,0,2,1990,no,3,part_time,8,3,2342.59,28111.13,yes
47,no,travel_rarely,556.26,14.0,3,medical,1,637,3.0,female,,3,2,sales_executive,3,married,4492.84,11681.39,3,,17,3,1,4,5,1,2,1976,none,3,part_time,,2,4492.84,53914.11,yes
40,yes,nan,290.04,9.0,4,life_sciences,1,638,4.0,male,36.25,3,1,laboratory_technician,1,single,2342.59,6090.75,3,,14,2,0,3,5,1,0,1983,none,3,part_time,15,1,2342.59,28111.13,no
45,no,travel_rarely,290.04,,3,technical_degree,1,639,,male,,3,1,research_scientist,4,married,2342.59,6090.75,4,,20,4,1,3,5,0,3,1978,no,4,part_time,,3,2342.59,28111.13,yes
40,no,travel_rarely,556.26,9.0,2,nan,1,640,1.0,male,69.53,3,2,sales_executive,1,nan,,11681.39,0,,12,4,0,5,8,7,1,1983,none,3,part_time,,4,,53914.11,yes
29,no,nan,913.4,2.0,1,life_sciences,1,641,1.0,male,,3,2,healthcare_representative,4,nan,7377.5,19181.5,1,,19,4,1,0,6,1,3,1994,none,3,full_time,6,4,7377.5,88530.0,yes
40,no,nan,556.26,14.0,2,life_sciences,1,642,4.0,female,,3,2,sales_executive,1,married,4492.84,11681.39,1,,15,3,1,2,5,1,2,1983,no,3,part_time,5,3,4492.84,53914.11,yes
43,no,nan,503.08,27.0,3,nan,1,643,4.0,male,,4,1,laboratory_technician,2,divorced,,10564.67,5,,12,3,1,0,6,0,2,1980,none,3,full_time,,,,48760.0,no
30,no,nan,220.9,7.0,3,nan,1,644,2.0,male,,2,1,research_scientist,2,nan,,4638.83,1,,12,2,1,3,6,1,1,1993,no,3,part_time,6,2,,21410.0,yes
38,no,nan,800.22,2.0,2,nan,1,645,4.0,female,,2,3,manufacturing_director,3,nan,6463.33,16804.67,3,,19,4,1,6,5,0,2,1985,none,3,none,10,4,6463.33,,yes
37,no,travel_rarely,406.1,10.0,3,nan,1,646,2.0,female,50.76,3,1,research_scientist,2,married,,8528.0,1,,11,1,1,2,8,7,7,1986,none,3,full_time,8,1,,39360.0,no
39,no,travel_rarely,556.26,12.0,3,medical,1,647,4.0,male,,3,2,manufacturing_director,2,nan,4492.84,11681.39,4,,21,3,0,3,5,1,0,1984,no,4,part_time,,3,4492.84,53914.11,yes
36,no,travel_rarely,705.92,,2,life_sciences,1,648,,male,88.24,4,2,healthcare_representative,1,divorced,,14824.33,6,,20,1,1,3,5,0,4,1987,no,4,full_time,13,3,,68420.0,yes
23,yes,travel_rarely,411.56,8.0,1,medical,1,649,4.0,male,,2,1,laboratory_technician,3,single,3324.17,8642.83,1,,11,1,0,2,5,1,2,2000,none,,full_time,5,3,3324.17,39890.0,yes
35,no,nan,508.65,2.0,4,nan,1,650,1.0,male,,2,1,research_scientist,4,nan,,10681.67,0,,14,3,0,2,5,1,4,1988,yes,3,full_time,6,4,,49300.0,yes
31,no,travel_frequently,556.26,24.0,1,technical_degree,1,651,4.0,female,,3,2,manufacturing_director,4,single,,11681.39,2,,20,4,0,3,5,1,4,1992,none,4,part_time,9,2,,53914.11,yes
38,no,travel_rarely,381.95,6.0,2,other,1,652,4.0,female,,2,1,laboratory_technician,3,married,3085.0,8021.0,1,,11,2,1,3,5,0,4,1985,no,3,none,5,3,3085.0,,yes
35,no,nan,279.09,23.0,4,medical,1,653,2.0,male,,1,1,laboratory_technician,3,married,2254.17,5860.83,0,,16,2,1,2,5,0,3,1988,none,,part_time,6,4,2254.17,27050.0,yes
40,no,nan,458.92,12.0,3,nan,1,654,2.0,female,57.37,3,2,healthcare_representative,1,nan,3706.67,9637.33,2,,12,2,1,3,7,7,7,1983,none,3,part_time,15,3,3706.67,44480.0,yes
27,no,travel_frequently,245.45,,2,nan,1,655,,female,,3,1,laboratory_technician,4,single,,5154.5,0,,14,3,0,3,5,0,2,1996,yes,3,part_time,6,2,,23790.0,yes
41,no,nan,556.26,8.0,3,nan,1,656,3.0,female,,3,2,sales_executive,2,nan,4492.84,11681.39,5,,21,3,1,3,5,1,4,1982,no,4,none,14,3,4492.84,,yes
33,no,travel_rarely,566.12,,4,marketing,1,657,2.0,male,,3,2,sales_executive,3,single,,11888.5,1,,14,2,0,2,10,0,9,1990,no,3,full_time,,2,,54870.0,no
49,no,nan,1973.98,2.0,1,life_sciences,1,658,2.0,male,,3,5,research_director,4,married,15943.72,41453.67,3,,15,4,0,3,5,4,3,1974,no,3,none,28,3,15943.72,,no
36,no,non_travel,289.92,9.0,4,nan,1,659,1.0,male,,4,1,laboratory_technician,2,nan,,6088.33,1,,22,2,0,3,5,0,2,1987,no,4,part_time,5,3,,28100.0,yes
41,no,nan,922.17,3.0,3,life_sciences,1,660,3.0,male,115.27,2,2,sales_executive,2,divorced,7448.33,19365.67,2,,11,3,1,5,5,0,4,1982,none,3,full_time,14,3,7448.33,89380.0,no
29,no,nan,290.04,,4,medical,1,661,,female,,2,1,research_scientist,1,single,2342.59,6090.75,1,,14,2,0,3,5,0,4,1994,no,3,part_time,5,1,2342.59,28111.13,yes
31,no,non_travel,1025.14,5.0,3,medical,1,662,2.0,male,,3,2,manufacturing_director,1,nan,8280.0,21528.0,0,,19,2,0,2,9,1,7,1992,no,3,full_time,10,3,8280.0,99360.0,yes
36,yes,travel_rarely,290.04,9.0,4,life_sciences,1,663,3.0,male,,2,1,sales_representative,1,single,2342.59,6090.75,7,,23,2,0,4,5,0,3,1987,no,4,part_time,,,2342.59,28111.13,no
43,no,travel_rarely,290.04,2.0,2,medical,1,664,4.0,female,36.25,4,1,research_scientist,3,nan,,6090.75,1,,12,4,2,3,5,1,4,1980,no,3,part_time,6,2,,28111.13,no
33,no,travel_frequently,556.26,,3,life_sciences,1,665,,female,,4,2,sales_executive,1,married,4492.84,11681.39,2,,19,1,2,3,5,1,3,1990,no,,part_time,,3,4492.84,53914.11,no
44,no,nan,562.71,1.0,5,marketing,1,666,2.0,female,,3,2,sales_executive,1,nan,,11817.0,5,,21,3,1,2,4,1,3,1979,none,4,full_time,9,2,,54540.0,no
38,no,nan,556.26,29.0,5,life_sciences,1,667,4.0,female,,3,2,laboratory_technician,4,single,,11681.39,1,,11,4,0,2,10,9,9,1985,no,3,part_time,10,3,,53914.11,yes
50,no,nan,1933.49,7.0,2,medical,1,668,2.0,female,,2,5,research_director,3,divorced,15616.67,40603.33,5,,12,4,1,2,27,13,8,1973,none,,none,,2,15616.67,,no
59,no,travel_frequently,564.67,1.0,1,nan,1,669,1.0,female,,2,2,sales_executive,3,single,4560.83,11858.17,7,,11,4,0,2,4,1,3,1964,no,,full_time,20,2,4560.83,54730.0,no
